,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
901,"Frankfurter, unheated, beef",100 g,316,28g,11g,55mg,992.00 mg,48.6 mg,10.00 mcg,0.00 mcg,2.028 mg,0,0.043 mg,0.018 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.38 mcg,0.185 mg,0.0 mg,36.00 IU,0.20 mg,0.20 mg,1.8 mcg,12.00 mg,0.055 mg,1.20 mg,9.00 mg,0.021 mg,152.00 mg,316.00 mg,10.3 mcg,2.03 mg,11.16 g,0.679 g,0.757 g,1.120 g,0.121 g,1.802 g,0.534 g,0.362 g,0,0.580 g,0.994 g,1.055 g,0.319 g,0.487 g,0.475 g,0.451 g,0.519 g,0.121 g,0.412 g,0.608 g,3.36 g,0.0 g,1.31 g,0.00 g,0.00 g,1.12 g,0.00 g,0.18 g,0.00 g,28.30 g,10.979 g,12.048 g,0.765 g,55.00 mg,0.0 g,3.24 g,0.00 mg,0.00 mg,53.94 g
902,"Turkey, raw, giblets, whole",100 g,124,5.1g,1.5g,333mg,136.00 mg,160.0 mg,331.00 mcg,0.00 mcg,8.694 mg,3.889 mg,1.393 mg,0.149 mg,13129.00 IU,3939.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,13.06 mcg,0.654 mg,0.0 mg,34.00 IU,0.25 mg,0.25 mg,0.0 mcg,18.00 mg,0.577 mg,5.92 mg,22.00 mg,0.190 mg,223.00 mg,198.00 mg,49.3 mcg,3.23 mg,18.18 g,1.007 g,1.069 g,1.424 g,0.213 g,2.388 g,0.988 g,0.399 g,0.245 g,0.520 g,1.313 g,1.381 g,0.462 g,0.674 g,1.110 g,0.785 g,0.662 g,0.199 g,0.579 g,0.644 g,0.07 g,0.0 g,0.00 g,0,0,0,0,0,0,5.09 g,1.452 g,1.016 g,1.425 g,333.00 mg,0.0 g,1.13 g,0.00 mg,0.00 mg,76.03 g
903,"Corn pudding, home prepared",100 g,131,5g,2.5g,72mg,282.00 mg,55.5 mg,29.00 mcg,0.00 mcg,1.033 mg,0,0.154 mg,0.069 mg,296.00 IU,57.00 mcg,10.00 mcg,36.00 mcg,70.00 mcg,436.00 mcg,0,0.31 mcg,0.127 mg,3.7 mg,22.00 IU,0.27 mg,0.27 mg,0.5 mcg,39.00 mg,0.043 mg,0.53 mg,15.00 mg,0.079 mg,90.00 mg,176.00 mg,6.1 mcg,0.48 mg,4.42 g,0.271 g,0.212 g,0.376 g,0.071 g,0.743 g,0.144 g,0.110 g,0,0.195 g,0.438 g,0.330 g,0.114 g,0.216 g,0.371 g,0.266 g,0.169 g,0.059 g,0.177 g,0.255 g,16.97 g,1.2 g,6.59 g,0,0,0,0,0,0,5.04 g,2.451 g,1.499 g,0.550 g,72.00 mg,0.0 g,1.23 g,0.00 mg,0.00 mg,72.33 g
904,"Popovers, enriched, dry mix",100 g,371,4.3g,1g,0,906.00 mg,0,145.00 mcg,120.00 mcg,3.378 mg,0.480 mg,0.147 mg,0.430 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.08 mcg,0.042 mg,0.1 mg,0,0,0,0,32.00 mg,0.171 mg,2.97 mg,25.00 mg,0.741 mg,100.00 mg,100.00 mg,37.6 mcg,0.88 mg,10.40 g,0.324 g,0.365 g,0.451 g,0.225 g,3.565 g,0.348 g,0.229 g,0,0.407 g,0.747 g,0.249 g,0.191 g,0.517 g,1.216 g,0.513 g,0.293 g,0.123 g,0.304 g,0.458 g,71.00 g,0,0,0,0,0,0,0,0,4.30 g,0.983 g,1.984 g,0.823 g,0.00 mg,0,2.60 g,0,0,11.70 g
905,"Soybeans, raw, mature seeds",100 g,446,20g,2.9g,0,2.00 mg,115.9 mg,375.00 mcg,0.00 mcg,1.623 mg,0.793 mg,0.870 mg,0.874 mg,22.00 IU,1.00 mcg,0.00 mcg,13.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.377 mg,6.0 mg,0.00 IU,0.85 mg,0.85 mg,47.0 mcg,277.00 mg,1.658 mg,15.70 mg,280.00 mg,2.517 mg,704.00 mg,1797.00 mg,17.8 mcg,4.89 mg,36.49 g,1.915 g,3.153 g,5.112 g,0.655 g,7.874 g,1.880 g,1.097 g,0,1.971 g,3.309 g,2.706 g,0.547 g,2.122 g,2.379 g,2.357 g,1.766 g,0.591 g,1.539 g,2.029 g,30.16 g,9.3 g,7.33 g,0,0,0,0,0,0,19.94 g,2.884 g,4.404 g,11.255 g,0.00 mg,0.0 g,4.87 g,0.00 mg,0.00 mg,8.54 g
906,"Beef sausage, cooked, fresh",100 g,332,28g,11g,82mg,813.00 mg,51.4 mg,3.00 mcg,0.00 mcg,3.600 mg,0.515 mg,0.150 mg,0.048 mg,81.00 IU,13.00 mcg,11.00 mcg,15.00 mcg,11.00 mcg,0.00 mcg,0,2.01 mcg,0.313 mg,0.0 mg,18.00 IU,0.24 mg,0.24 mg,1.1 mcg,11.00 mg,0.069 mg,1.57 mg,14.00 mg,0.000 mg,141.00 mg,258.00 mg,0.0 mcg,4.38 mg,18.21 g,1.257 g,1.209 g,1.768 g,0.208 g,2.986 g,1.280 g,0.653 g,0.283 g,0.864 g,1.492 g,1.607 g,0.408 g,0.752 g,0.921 g,0.770 g,0.805 g,0.118 g,0.579 g,0.989 g,0.35 g,0.0 g,0.00 g,0,0,0,0,0,0,27.98 g,10.905 g,12.639 g,0.663 g,82.00 mg,0.0 g,2.34 g,0.00 mg,0.00 mg,51.12 g
907,"Luncheon meat, canned, pork",100 g,334,30g,11g,62mg,1289.00 mg,61.8 mg,6.00 mcg,0.00 mcg,3.126 mg,0.473 mg,0.194 mg,0.367 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.90 mcg,0.210 mg,1.0 mg,22.00 IU,0.26 mg,0.26 mg,0.0 mcg,6.00 mg,0.037 mg,0.72 mg,10.00 mg,0.024 mg,82.00 mg,215.00 mg,28.0 mcg,1.48 mg,12.50 g,0.877 g,0.867 g,1.148 g,0.214 g,1.837 g,1.080 g,0.357 g,0,0.571 g,0.952 g,0.931 g,0.333 g,0.491 g,0.679 g,0.497 g,0.487 g,0.122 g,0.383 g,0.653 g,2.10 g,0.0 g,0.00 g,0,0,0,0,0,0,30.30 g,10.790 g,14.290 g,3.560 g,62.00 mg,0.0 g,3.60 g,0.00 mg,0.00 mg,51.50 g
908,"MURRAY, Vanilla Sugar Wafer",100 g,527,26g,8.6g,0,92.00 mg,0,58.00 mcg,0,2.200 mg,0,0.200 mg,0.300 mg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80 mg,8.00 mg,0,46.00 mg,42.00 mg,0,0,3.90 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.00 g,1.0 g,41.00 g,0,0,0,0,0,0,25.70 g,8.600 g,6.500 g,10.100 g,0.00 mg,0,0,0,0,0.40 g
909,"Radishes, raw, white icicle",100 g,14,0.1g,,0,16.00 mg,0,14.00 mcg,0.00 mcg,0.300 mg,0.184 mg,0.020 mg,0.030 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.075 mg,29.0 mg,0.00 IU,0,0,0,27.00 mg,0.099 mg,0.80 mg,9.00 mg,0.033 mg,28.00 mg,280.00 mg,0.7 mcg,0.13 mg,1.10 g,0.034 g,0.064 g,0.075 g,0.009 g,0.208 g,0.034 g,0.021 g,0,0.048 g,0.058 g,0.055 g,0.010 g,0.036 g,0.028 g,0.033 g,0.045 g,0.006 g,0.021 g,0.051 g,2.63 g,1.4 g,0,0,0,0,0,0,0,0.10 g,0.030 g,0.016 g,0.045 g,0.00 mg,0,0.80 g,0,0,95.37 g
910,"Vinespinach, raw, (basella)",100 g,19,0.3g,,0,24.00 mg,0,140.00 mcg,0.00 mcg,0.500 mg,0.053 mg,0.155 mg,0.050 mg,8000.00 IU,400.00 mcg,0,0,0,0,0,0.00 mcg,0.240 mg,102.0 mg,0.00 IU,0,0,0,109.00 mg,0.107 mg,1.20 mg,65.00 mg,0.735 mg,52.00 mg,510.00 mg,0.8 mcg,0.43 mg,1.80 g,0.075 g,0.070 g,0.108 g,0.027 g,0.283 g,0.067 g,0.039 g,0,0.053 g,0.101 g,0.086 g,0.019 g,0.085 g,0.070 g,0.057 g,0.055 g,0.028 g,0.048 g,0.065 g,3.40 g,0,0,0,0,0,0,0,0,0.30 g,0,0,0,0.00 mg,0,1.40 g,0,0,93.10 g
911,"Syrups, high-fructose, corn",100 g,281,0g,,0,2.00 mg,0.0 mg,0.00 mcg,0.00 mcg,0.000 mg,0.011 mg,0.019 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.029 mg,0.03 mg,0.00 mg,0.094 mg,0.00 mg,0.00 mg,0.7 mcg,0.02 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.00 g,0.0 g,75.65 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.00 g,0.00 mg,0.00 mg,24.00 g
912,"Stew, steamed corn (Navajo)",100 g,112,3.8g,1.6g,0,104.00 mg,0,9.00 mcg,0,3.020 mg,0.400 mg,0.110 mg,0.030 mg,0,0,0,0,0,0,0,0,0.120 mg,0.0 mg,0,0.00 mg,0.00 mg,0.7 mcg,22.00 mg,0.075 mg,1.10 mg,24.00 mg,0.102 mg,107.00 mg,177.00 mg,5.0 mcg,1.55 mg,8.82 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.80 g,2.3 g,0.51 g,0.07 g,0.00 g,0.09 g,0.00 g,0.00 g,0.34 g,3.75 g,1.603 g,1.497 g,0.392 g,0,0,0.60 g,0,0,76.03 g
913,"OSCAR MAYER, Bologna (beef)",100 g,316,29g,13g,64mg,1179.00 mg,0,13.00 mcg,0.00 mcg,2.420 mg,0.280 mg,0.110 mg,0.050 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.43 mcg,0.170 mg,0.0 mg,32.00 IU,0,0,0,12.00 mg,0.110 mg,1.36 mg,14.00 mg,0,109.00 mg,168.00 mg,0,2.03 mg,11.05 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45 g,0.0 g,1.40 g,0,0,0,0,0,0,29.10 g,12.850 g,15.210 g,1.110 g,64.00 mg,0.0 g,3.25 g,0.00 mg,0.00 mg,54.15 g
914,"Ostrich, raw, outside strip",100 g,120,2.2g,0.8g,79mg,70.00 mg,0,8.00 mcg,0.00 mcg,5.058 mg,1.248 mg,0.308 mg,0.210 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,5.33 mcg,0.549 mg,0.0 mg,0,0.21 mg,0.21 mg,0,5.00 mg,0.147 mg,3.69 mg,23.00 mg,0.019 mg,229.00 mg,333.00 mg,37.9 mcg,4.02 mg,23.36 g,1.499 g,1.598 g,2.185 g,0.240 g,3.581 g,1.562 g,0.587 g,0.417 g,1.110 g,1.898 g,2.063 g,0.653 g,0.964 g,1.218 g,0.935 g,1.025 g,0.208 g,0.760 g,1.154 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,2.21 g,0.771 g,0.874 g,0.462 g,79.00 mg,0.0 g,1.13 g,0.00 mg,0.00 mg,74.58 g
915,"Milk, fluid, indian buffalo",100 g,97,6.9g,4.6g,19mg,52.00 mg,0,6.00 mcg,0.00 mcg,0.091 mg,0.192 mg,0.135 mg,0.052 mg,178.00 IU,53.00 mcg,0,0,0,0,0,0.36 mcg,0.023 mg,2.3 mg,0,0,0,0,169.00 mg,0.046 mg,0.12 mg,31.00 mg,0.018 mg,117.00 mg,178.00 mg,0,0.22 mg,3.75 g,0.132 g,0.114 g,0.309 g,0.048 g,0.477 g,0.080 g,0.078 g,0,0.203 g,0.366 g,0.280 g,0.097 g,0.162 g,0.364 g,0.227 g,0.182 g,0.053 g,0.183 g,0.219 g,5.18 g,0.0 g,0,0,0,0,0,0,0,6.89 g,4.597 g,1.787 g,0.146 g,19.00 mg,0,0.79 g,0,0,83.39 g
916,"Nuts, dried, black, walnuts",100 g,619,59g,3.5g,0,2.00 mg,32.1 mg,31.00 mcg,0.00 mcg,0.470 mg,1.660 mg,0.130 mg,0.057 mg,40.00 IU,2.00 mcg,0.00 mcg,24.00 mcg,0.00 mcg,9.00 mcg,0,0.00 mcg,0.583 mg,1.7 mg,0.00 IU,2.08 mg,2.08 mg,2.7 mcg,61.00 mg,1.360 mg,3.12 mg,201.00 mg,3.896 mg,513.00 mg,523.00 mg,17.0 mcg,3.37 mg,24.06 g,1.048 g,3.618 g,2.433 g,0.462 g,5.152 g,1.189 g,0.672 g,0,0.966 g,1.684 g,0.713 g,0.467 g,1.094 g,0.926 g,1.225 g,0.721 g,0.318 g,0.740 g,1.271 g,9.58 g,6.8 g,1.10 g,0.05 g,0,0.05 g,0.00 g,0.00 g,1.00 g,59.33 g,3.483 g,15.442 g,36.437 g,0.00 mg,0.0 g,2.47 g,0.00 mg,0.00 mg,4.56 g
917,"ON THE BORDER, Mexican rice",100 g,195,4.9g,0.9g,0,677.00 mg,9.1 mg,52.00 mcg,0,2.750 mg,0.510 mg,0.086 mg,0.280 mg,61.00 IU,3.00 mcg,0.00 mcg,37.00 mcg,0.00 mcg,100.00 mcg,0,0.09 mcg,0,0.3 mg,0,0.59 mg,0.59 mg,12.3 mcg,39.00 mg,0.073 mg,1.18 mg,15.00 mg,0.350 mg,74.00 mg,131.00 mg,7.3 mcg,0.38 mg,3.56 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.15 g,1.1 g,1.38 g,0.33 g,0.00 g,0.37 g,0.00 g,0.00 g,0.68 g,4.86 g,0.886 g,1.155 g,2.298 g,0.00 mg,0,2.23 g,0,0,55.20 g
918,"Mushrooms, raw, Chanterelle",100 g,38,0.5g,,0,9.00 mg,0,2.00 mcg,0.00 mcg,4.085 mg,1.075 mg,0.215 mg,0.015 mg,0,0,0,0,0,0,0,0,0.044 mg,0,212.00 IU,0,0,0,15.00 mg,0.353 mg,3.47 mg,13.00 mg,0.286 mg,57.00 mg,506.00 mg,2.2 mcg,0.71 mg,1.49 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86 g,3.8 g,1.16 g,0.00 g,0.00 g,1.16 g,0.00 g,0.00 g,0.00 g,0.53 g,0,0,0,0,0,1.26 g,0,0,89.85 g
919,"McDONALD'S, Baked Apple Pie",100 g,323,16g,4g,0,199.00 mg,0,113.00 mcg,0,2.640 mg,0.237 mg,0.213 mg,0.296 mg,0,0,0,0,0,0,0,0,0.049 mg,32.3 mg,0,1.94 mg,1.94 mg,0,19.00 mg,0.056 mg,1.99 mg,7.00 mg,0.176 mg,36.00 mg,63.00 mg,0,0.23 mg,3.07 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.62 g,2.0 g,17.25 g,4.30 g,0.00 g,4.57 g,0.20 g,0.31 g,7.86 g,15.66 g,3.995 g,9.183 g,1.038 g,0,0,0.67 g,0,0,36.98 g
920,"McDONALD'S, Sausage Biscuit",100 g,376,25g,11g,29mg,875.00 mg,0,91.00 mcg,0,4.284 mg,0.521 mg,0.281 mg,0.403 mg,26.00 IU,8.00 mcg,0,0,0,0,0,0.39 mcg,0.128 mg,0.0 mg,0,0.75 mg,0.75 mg,0,55.00 mg,0.074 mg,2.01 mg,13.00 mg,0.174 mg,323.00 mg,177.00 mg,0,0.86 mg,9.62 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.20 g,1.2 g,1.97 g,0,0,0,0,0,0,25.40 g,10.659 g,8.832 g,3.420 g,29.00 mg,0,3.07 g,0,0,34.71 g
921,"CHICK-FIL-A, Chick-n-Strips",100 g,228,11g,2.1g,56mg,577.00 mg,0,40.00 mcg,0,8.763 mg,1.550 mg,0.270 mg,0.153 mg,0,0,0,0,0,0,0,0.19 mcg,0.476 mg,1.0 mg,0,1.56 mg,1.56 mg,0,25.00 mg,0.060 mg,0.97 mg,30.00 mg,0.121 mg,264.00 mg,497.00 mg,20.6 mcg,0.72 mg,21.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.39 g,0.9 g,1.24 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,1.24 g,11.20 g,2.057 g,6.165 g,2.409 g,56.00 mg,0,2.66 g,0,0,54.35 g
922,"Edamame, unprepared, frozen",100 g,109,4.7g,,0,6.00 mg,56.0 mg,303.00 mcg,0.00 mcg,0.925 mg,0.535 mg,0.265 mg,0.150 mg,0,0,0,0,0,0,0,0,0.135 mg,9.7 mg,0,0.72 mg,0.72 mg,31.4 mcg,60.00 mg,0.324 mg,2.11 mg,61.00 mg,1.010 mg,161.00 mg,482.00 mg,0,1.32 mg,11.22 g,0.421 g,0.682 g,1.270 g,0.117 g,1.903 g,0.409 g,0.252 g,0.000 g,0.283 g,0.702 g,0.702 g,0.133 g,0.460 g,0.647 g,0.627 g,0.312 g,0.119 g,0.317 g,0.305 g,7.61 g,4.8 g,2.48 g,0.21 g,0.00 g,0.00 g,0.00 g,1.14 g,1.13 g,4.73 g,0,0,0,0,0.0 g,1.27 g,0.00 mg,0.00 mg,75.17 g
923,"Mollusks, raw, blue, mussel",100 g,86,2.2g,0.4g,28mg,286.00 mg,65.0 mg,42.00 mcg,0.00 mcg,1.600 mg,0.500 mg,0.210 mg,0.160 mg,160.00 IU,48.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,12.00 mcg,0.050 mg,8.0 mg,0.00 IU,0.55 mg,0.55 mg,0.1 mcg,26.00 mg,0.094 mg,3.95 mg,34.00 mg,3.400 mg,197.00 mg,320.00 mg,44.8 mcg,1.60 mg,11.90 g,0.720 g,0.868 g,1.148 g,0.156 g,1.618 g,0.744 g,0.228 g,0,0.518 g,0.838 g,0.889 g,0.268 g,0.426 g,0.486 g,0.533 g,0.512 g,0.133 g,0.381 g,0.520 g,3.69 g,0.0 g,0.00 g,0,0,0,0,0,0,2.24 g,0.425 g,0.507 g,0.606 g,28.00 mg,0.0 g,1.59 g,0.00 mg,0.00 mg,80.58 g
924,"Quail, total edible, cooked",100 g,227,14g,4g,86mg,52.00 mg,65.9 mg,6.00 mcg,0.00 mcg,7.920 mg,0,0.300 mg,0.220 mg,234.00 IU,70.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.36 mcg,0.620 mg,2.3 mg,8.00 IU,0.70 mg,0.70 mg,4.2 mcg,15.00 mg,0.592 mg,4.43 mg,22.00 mg,0,279.00 mg,216.00 mg,21.8 mcg,3.10 mg,25.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,14.10 g,3.955 g,4.891 g,3.487 g,86.00 mg,0.0 g,0.80 g,0.00 mg,0.00 mg,60.00 g
925,"Cereals, dry, CREAM OF RICE",100 g,370,0.5g,0.1g,0,6.00 mg,5.9 mg,29.00 mcg,0.00 mcg,7.460 mg,0.550 mg,0.130 mg,0.510 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.195 mg,0.0 mg,0.00 IU,0.11 mg,0.11 mg,0.1 mcg,5.00 mg,0.244 mg,28.44 mg,23.00 mg,1.033 mg,124.00 mg,143.00 mg,19.0 mcg,1.12 mg,6.30 g,0.259 g,0.513 g,0.576 g,0.107 g,1.004 g,0.362 g,0.189 g,0,0.332 g,0.520 g,0.265 g,0.187 g,0.267 g,0.263 g,0.284 g,0.314 g,0.092 g,0.351 g,0.407 g,82.40 g,0.7 g,0.30 g,0,0,0,0,0,0,0.50 g,0.136 g,0.156 g,0.134 g,0.00 mg,0.0 g,0.40 g,0.00 mg,0.00 mg,10.50 g
926,"LEAN POCKETS, Ham N Cheddar",100 g,230,6.5g,2.4g,20mg,423.00 mg,29.1 mg,54.00 mcg,43.00 mcg,3.462 mg,0,0.307 mg,0.412 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,115.00 mcg,0,0.44 mcg,0.102 mg,0.1 mg,10.00 IU,0.29 mg,0.29 mg,1.7 mcg,196.00 mg,0.076 mg,2.15 mg,21.00 mg,0.286 mg,197.00 mg,203.00 mg,11.8 mcg,1.21 mg,10.28 g,0.411 g,0.475 g,0.708 g,0.128 g,2.345 g,0.386 g,0.312 g,0,0.445 g,0.827 g,0.619 g,0.218 g,0.465 g,0.886 g,0.480 g,0.386 g,0.143 g,0.306 g,0.520 g,32.52 g,1.7 g,7.60 g,0,0,0,0,0,0,6.53 g,2.389 g,1.551 g,1.403 g,20.00 mg,0.0 g,2.19 g,0.00 mg,0.00 mg,48.48 g
927,"Snacks, tropical, trail mix",100 g,442,17g,8.5g,0,95.00 mg,0,42.00 mcg,0.00 mcg,1.482 mg,1.218 mg,0.115 mg,0.450 mg,49.00 IU,2.00 mcg,0,0,0,0,0,0.00 mcg,0.327 mg,7.6 mg,0,0,0,0,57.00 mg,0.528 mg,2.64 mg,96.00 mg,0.966 mg,186.00 mg,709.00 mg,0,1.17 mg,6.30 g,0.289 g,0.586 g,0.698 g,0.115 g,1.403 g,0.267 g,0.211 g,0,0.222 g,0.360 g,0.224 g,0.146 g,0.259 g,0.228 g,0.209 g,0.223 g,0.075 g,0.160 g,0.296 g,65.60 g,0,0,0,0,0,0,0,0,17.10 g,8.480 g,2.490 g,5.160 g,0.00 mg,0,2.00 g,0,0,9.00 g
928,"Nuts, full fat, acorn flour",100 g,501,30g,3.9g,0,0.00 mg,0,114.00 mcg,0.00 mcg,2.382 mg,0.931 mg,0.154 mg,0.146 mg,51.00 IU,3.00 mcg,0,0,0,0,0,0.00 mcg,0.688 mg,0.0 mg,0,0,0,0,43.00 mg,0.611 mg,1.21 mg,110.00 mg,1.743 mg,103.00 mg,712.00 mg,0,0.64 mg,7.49 g,0.427 g,0.577 g,0.774 g,0.133 g,1.202 g,0.348 g,0.208 g,0,0.348 g,0.596 g,0.468 g,0.126 g,0.328 g,0.300 g,0.318 g,0.288 g,0.090 g,0.227 g,0.421 g,54.65 g,0,0,0,0,0,0,0,0,30.17 g,3.923 g,19.110 g,5.813 g,0.00 mg,0,1.69 g,0,0,6.00 g
929,"Sauce, ready-to-serve, fish",100 g,35,0g,,0,7851.00 mg,13.2 mg,51.00 mcg,0.00 mcg,2.313 mg,0.118 mg,0.057 mg,0.012 mg,12.00 IU,4.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.48 mcg,0.396 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,43.00 mg,0.050 mg,0.78 mg,175.00 mg,0.233 mg,7.00 mg,288.00 mg,9.1 mcg,0.20 mg,5.06 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64 g,0.0 g,3.64 g,0,0,0,0,0,0,0.01 g,0.003 g,0.002 g,0.003 g,0.00 mg,0.0 g,20.22 g,0.00 mg,0.00 mg,71.07 g
930,"Fish, raw, european, turbot",100 g,95,3g,0.8g,48mg,150.00 mg,0,8.00 mcg,0.00 mcg,2.200 mg,0.570 mg,0.080 mg,0.066 mg,35.00 IU,11.00 mcg,0,0,0,0,0,2.20 mcg,0.210 mg,1.7 mg,0,0,0,0,18.00 mg,0.037 mg,0.36 mg,51.00 mg,0.017 mg,129.00 mg,238.00 mg,36.5 mcg,0.22 mg,16.05 g,0.971 g,0.960 g,1.644 g,0.172 g,2.396 g,0.770 g,0.473 g,0,0.740 g,1.305 g,1.474 g,0.475 g,0.627 g,0.568 g,0.655 g,0.704 g,0.180 g,0.542 g,0.827 g,0.00 g,0.0 g,0,0,0,0,0,0,0,2.95 g,0.750 g,0.610 g,0.880 g,48.00 mg,0,2.10 g,0,0,76.95 g
931,"Fast foods, caramel, sundae",100 g,196,6g,2.9g,16mg,126.00 mg,0,8.00 mcg,0.00 mcg,0.610 mg,0.240 mg,0.190 mg,0.040 mg,170.00 IU,45.00 mcg,0,0,0,0,0,0.39 mcg,0.030 mg,2.2 mg,0,0.58 mg,0.58 mg,0,122.00 mg,0.053 mg,0.14 mg,18.00 mg,0.060 mg,140.00 mg,205.00 mg,3.2 mcg,0.53 mg,4.71 g,0.154 g,0.162 g,0.340 g,0.041 g,0.939 g,0.095 g,0.123 g,0,0.272 g,0.439 g,0.355 g,0.112 g,0.217 g,0.434 g,0.244 g,0.202 g,0.063 g,0.217 g,0.301 g,31.81 g,0.0 g,0,0,0,0,0,0,0,5.98 g,2.910 g,1.957 g,0.653 g,16.00 mg,0,1.00 g,0,0,56.50 g
932,"Pie fillings, canned, apple",100 g,100,0.1g,,0,47.00 mg,2.8 mg,0.00 mcg,0.00 mcg,0.035 mg,0.042 mg,0.011 mg,0.012 mg,24.00 IU,2.00 mcg,0.00 mcg,10.00 mcg,8.00 mcg,11.00 mcg,0,0.00 mcg,0.016 mg,1.7 mg,0.00 IU,0.04 mg,0.04 mg,0.5 mcg,4.00 mg,0.055 mg,0.29 mg,2.00 mg,0.027 mg,7.00 mg,45.00 mg,0.3 mcg,0.04 mg,0.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.10 g,1.0 g,13.80 g,0,0,0,0,0,0,0.10 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.30 g,0.00 mg,0.00 mg,73.40 g
933,"Sauce, ready-to-serve, plum",100 g,184,1g,0.2g,0,538.00 mg,0,6.00 mcg,0.00 mcg,1.014 mg,0.059 mg,0.084 mg,0.018 mg,43.00 IU,2.00 mcg,0.00 mcg,26.00 mcg,0.00 mcg,0,0,0.00 mcg,0.078 mg,0.5 mg,0,0,0,0,12.00 mg,0.078 mg,1.43 mg,12.00 mg,0.114 mg,22.00 mg,259.00 mg,0.4 mcg,0.19 mg,0.89 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.81 g,0.7 g,0,0,0,0,0,0,0,1.04 g,0.153 g,0.240 g,0.588 g,0.00 mg,0.0 g,1.56 g,0,0,53.71 g
